School,id,Type,Function,Contact Name,Address,Town,State,Zip,Phone,Fax,Grade
West Bridgewater: Howard School,3230305,Public School,Principal,Margaret Spencer,70 Howard Street,West Bridgewater,MA,2379,508-894-1250,508-894-1253,"04,05,06"
West Bridgewater: Rose L Macdonald,3230003,Public School,Principal,Keitha Goulet,1 Stepping Stone Dr,West Bridgewater,MA,2379,508-894-1240,508-894-1242,"01,02,03"
West Bridgewater: West Bridgewater Junior/Senior,3230505,Public School,Principal,Mark Bodwell,155 West Center,West Bridgewater,MA,2379,508-894-1220,508-897-0537,"07,08,09,10,11,12"
West Springfield: John R Fausey,3320010,Public School,Principal,Myriam Ulloa-Skolnick,784 Amostown Rd,West Springfield,MA,1089,413-263-3314,413-781-6973,"K,01,02,03,04,05"
West Springfield: Memorial,3320025,Public School,Principal,Donna Calabrese,201 Norman Street,West Springfield,MA,1089,413-263-3333,413-747-5535,"01,02,03,04,05"
West Springfield: Mittineague,3320030,Public School,Principal,Diane Doe,26 Second Street,West Springfield,MA,1089,413-263-3327,413-739-1718,"01,02,03,04,05"
West Springfield: Philip G Coburn,3320007,Public School,Principal,Jeanine Heil,115 Southworth Street,West Springfield,MA,1089,413-263-3318,413-781-2604,"K,01,02,03,04,05"
West Springfield: Tatham,3320040,Public School,Principal,Paul Heath,61 Laurel Rd,West Springfield,MA,1089,413-263-3330,413-739-1587,"K,01,02,03,04,05"
West Springfield: West Springfield Middle,3320305,Public School,Principal,Peter Gillen,31 Middle School Dr,West Springfield,MA,1089,413-263-3409,413-781-0965,"06,07,08"
Westborough: Annie E Fales,3210010,Public School,Principal,Maryann Stannard,50 Eli Whitney Street,Westborough,MA,1581,508-836-7770,508-836-7773,"K,01,02,03"
Westborough: Elsie A Hastings Elementary,3210025,Public School,Principal,Leigh Becker,111 East Main Street,Westborough,MA,1581,508-836-7750,508-836-7755,"PK,K,01,02,03"
Westborough: J Harding Armstrong,3210005,Public School,Principal,John Mendes,18 Fisher Street,Westborough,MA,1581,508-836-7760,508-836-7763,"K,01,02,03"
Westborough: Mill Pond School,3210045,Public School,Principal,Suzanne Kenny,6 Olde Hickory Path,Westborough,MA,1581,508-836-7780,508-836-7788,"04,05,06"
Westborough: Sarah W Gibbons Middle,3210305,Public School,Principal,John Foley,20 Fisher Street,Westborough,MA,1581,508-836-7740,508-836-7744,"07,08"
Westfield: Abner Gibbs,3250020,Public School,Principal,Stacy Burgess,50 West Silver Street,Westfield,MA,1085,413-572-6418,413-572-6446,"K,01,02,03,04,05"
Westfield: Franklin Ave,3250015,Public School,Principal,Chris Tolpa,22 Franklin Avenue,Westfield,MA,1085,413-572-6424,413-564-3156,"K,01,02,03,04,05"
Westfield: Highland,3250025,Public School,Principal,Mary Manning,34 Western Avenue,Westfield,MA,1085,413-572-6428,413-572-6849,"K,01,02,03,04,05"
Westfield: Munger Hill,3250033,Public School,Principal,Salvatore Frieri,33 Mallard Lane,Westfield,MA,1085,413-572-6520,413-562-0875,"K,01,02,03,04,05"
Westfield: North Middle School,3250305,Public School,Principal,Katherine Bourque,350 Southampton Road,Westfield,MA,1085,413-572-6441,413-572-1669,"06,07,08"
Westfield: Paper Mill,3250036,Public School,Principal,Cynthia Kennedy,148 Paper Mill Rd,Westfield,MA,1085,413-572-6519,413-572-0687,"K,01,02,03,04,05"
Westfield: Russell Elementary School,3250055,Public School,Principal,Alison Hamilton,155 Highland Avenue,Russell,MA,1071,413-642-7130,413-862-4525,"K,01,02,03,04,05"
Westfield: South Middle School,3250310,Public School,Principal,Paul Newton,30 West Silver Street,Westfield,MA,1085,413-568-1900,413-572-4892,"06,07,08"
Westfield: Southampton Road,3250040,Public School,Principal,Kathleen O'Donnell,330 Southampton Rd,Westfield,MA,1085,413-572-6435,413-572-6873,"K,01,02,03,04,05"
Westford: Abbot Elementary,3260004,Public School,Principal,Kathleen Huntley,25 Depot Street,Westford,MA,1886,978-692-5580,978-692-9587,"03,04,05"
Westford: Blanchard Middle,3260310,Public School,Principal,Timothy Hislop,14 West Street,Westford,MA,1886,978-692-5582,978-692-5598,"06,07,08"
Westford: Day Elementary,3260007,Public School,Principal,Chris Louis Sardella,75 East Prescott Street,Westford,MA,1886,978-692-5591,978-692-8476,"03,04,05"
Westford: John A. Crisafulli Elementary School,3260045,Public School,Principal,Sharon Kennelly,13 Robinson Road,Westford,MA,1886,978-392-4483,978-392-8581,"03,04,05"
Westford: Stony Brook School,3260330,Public School,Principal,Christopher Chew,9 Farmer Way,Westford,MA,1886,978-692-2708,978-692-5391,"06,07,08"
Westhampton: Westhampton Elementary School,3270005,Public School,Principal,Deane Bates,37 Kings Highway,Westhampton,MA,1027,413-527-0561,413-529-9753,"PK,K,01,02,03,04,05,06"
Weston: Country,3300010,Public School,Principal,Erin Maguire,2 Alphabet Lane,Weston,MA,2493,781-786-5400,781-786-5409,"PK,K,01,02,03"
Weston: Field Elementary School,3300012,Public School,Principal,Joseph Russo,16 Alphabet Lane,Weston,MA,2493,781-786-5500,781-786-5509,"04,05"
Weston: Weston Middle,3300305,Public School,Principal,John Gibbons,456 Wellesley Street,Weston,MA,2493,781-786-5600,781-786-5609,"06,07,08"
Weston: Woodland,3300015,Public School,Principal,Jennifer Faber,10 Alphabet Lane,Weston,MA,2493,781-786-5300,781-786-5309,"PK,K,01,02,03"
Westport: Westport Elementary,3310030,Public School,Principal,Thomas Gastall,380 Old County Rd,Westport,MA,2790,508-636-1075,508-636-1077,"03,04,05,06"
Westport: Westport Junior/Senior High School,3310515,Public School,Principal,James Demers,19 Main Road,Westport,MA,2790,508-636-1050,508-636-1053,"07,08,09,10,11,12"
Westwood: Deerfield School,3350010,Public School,Principal,Joshua Baumer,72 Deerfield Avenue,Westwood,MA,2090,781-326-7500,781-320-0189,"K,01,02,03,04,05"
Westwood: Downey,3350012,Public School,Principal,Debra Gallagher,250 Downey Street,Westwood,MA,2090,781-326-7500,781-329-7642,"K,01,02,03,04,05"
Westwood: E W Thurston Middle,3350305,Public School,Principal,Zeffro Gianetti,850 High Street,Westwood,MA,2090,781-326-7500,781-326-2709,"06,07,08"
Westwood: Martha Jones,3350017,Public School,Principal,Donna Tobin,80 Martha Jones Rd,Westwood,MA,2090,781-326-7500,781-255-9277,"K,01,02,03,04,05"
Westwood: Paul Hanlon,3350015,Public School,Principal,Sarah Cronin,790 Gay Street,Westwood,MA,2090,781-326-7500,781-326-2702,"K,01,02,03,04,05"
Westwood: William E Sheehan,3350025,Public School,Principal,Kristen Gould-Evans,549 Pond St,Westwood,MA,2090,781-326-7500,781-769-8046,"K,01,02,03,04,05"
Weymouth: Abigail Adams Middle School,3360310,Public School,Principal,Matthew Meehan,89 Middle Street,East Weymouth,MA,2189,781-335-1100,781-340-2544,"05,06"
Weymouth: Academy Avenue,3360005,Public School,Principal,Patrick Higgins,94 Academy Avenue,Weymouth,MA,2189,781-335-4717,781-340-2514,"K,01,02,03,04"
Weymouth: Frederick C Murphy,3360050,Public School,Principal,Brian Costello,417 Front Street,Weymouth,MA,2188,781-331-2862,781-340-2517,"K,01,02,03,04"
Weymouth: Lawrence W Pingree,3360065,Public School,Principal,Kathleen Guilfoy,1250 Commercial Street,Weymouth,MA,2189,781-337-2974,781-340-2518,"K,01,02,03,04"
Weymouth: Maria Weston Chapman Middle School,3360020,Public School,Principal,Paul Duprey,1051 Commercial Street,Weymouth,MA,2189,781-337-4500,781-340-2594,"05,06,07,08"
Weymouth: Ralph Talbot,3360085,Public School,Principal,Nathan Thorsteinson,277 Ralph Talbot Street,South Weymouth,MA,2190,781-335-7250,781-337-8228,"K,01,02,03,04"
Weymouth: Thomas V Nash,3360060,Public School,Principal,Rebecca Kelly,1003 Front Street,Weymouth,MA,2190,781-340-2506,781-340-2534,"K,01,02,03,04"
Weymouth: Thomas W. Hamilton Primary School,3360105,Public School,Principal,Jeremy Burm,400 Union Street,South Weymouth,MA,2190,781-335-2122,781-335-3552,"K,01,02,03,04"
Weymouth: Wessagusset,3360110,Public School,Principal,Elizabeth Drolet,75 Pilgrim Road,North Weymouth,MA,2191,781-335-2210,781-335-4379,"K,01,02,03,04"
Weymouth: William Seach,3360080,Public School,Principal,Nancy Schuhwerk,770 Middle Street,Weymouth,MA,2188,781-335-7589,781-335-3098,"K,01,02,03,04"
Whately: Whately Elementary,3370005,Public School,Principal,Peter Crisafulli,273 Long Plain Rd.,Whately,MA,1093,413-665-7826,413-665-0428,"PK,K,01,02,03,04,05,06"
Whitman-Hanson: Hanson Middle School,7800315,Public School,Principal,William Tranter,111 Liberty Street,Hanson,MA,2341,781-618-7575,781-618-8815,"06,07,08"
Whitman-Hanson: Indian Head,7800035,Public School,Principal,Elizabeth Wilcox,720 Indian Head Street,Hanson,MA,2341,781-618-7065,781-618-7094,"03,04,05"
Whitman-Hanson: John H Duval,7800030,Public School,Principal,Julie McKillop,60 Regal Street,Whitman,MA,2382,781-618-7055,781-618-7096,"K,01,02,03,04,05"
Whitman-Hanson: Louise A Conley,7800010,Public School,Principal,Karen Downey,100 Forest Street,Whitman,MA,2382,781-618-7050,781-618-7092,"K,01,02,03,04,05"
Whitman-Hanson: Whitman Middle,7800310,Public School,Principal,George Ferro,101 Corthell Avenue,Whitman,MA,2382,781-618-7035,781-618-7091,"06,07,08"
Williamsburg: Anne T. Dunphy School,3400020,Public School,Principal,Stacey Jenkins,1 Petticoat Hill,Williamsburg,MA,1096,413-268-8421,413-268-8420,"PK,K,01,02,03,04,05,06"
Williamstown: Williamstown Elementary,3410010,Public School,Principal,Joelle Brookner,115 Church Street,Williamstown,MA,1267,413-458-5707,413-458-3287,"PK,K,01,02,03,04,05,06"
Wilmington: North Intermediate,3420060,Public School,Principal,Christine McMenimen,320 Salem Street,Wilmington,MA,1887,978-694-6040,978-694-6043,"04,05"
Wilmington: Shawsheen Elementary,3420025,Public School,Principal,Lisa King,298 Shawsheen Avenue,Wilmington,MA,1887,978-694-6030,978-694-6036,"01,02,03"
Wilmington: West Intermediate,3420080,Public School,Principal,Dennis Shaw,22 Carter Lane,Wilmington,MA,1887,978-694-6050,978-694-6052,"04,05"
Wilmington: Wilmington Middle School,3420330,Public School,Principal,Kevin Welch,25 Carter Lane,Wilmington,MA,1887,978-694-6080,978-694-6085,"06,07,08"
Wilmington: Woburn Street,3420020,Public School,Principal,Jeffrey Strasnick,227 Woburn Street,Wilmington,MA,1887,978-694-6020,978-694-6014,"01,02,03"
Winchendon: Murdock Middle School,3430315,Public School,Principal,Jessica Vezina,3 Memorial Drive,Winchendon,MA,1475,978-297-1256,978-297-0509,"06,07,08"
Winchendon: Toy Town Elementary,3430050,Public School,Principal,MaryAlice Aker,175 Grove Street,Winchendon,MA,1475,978-297-2005,978-297-3011,"03,04,05"
Winchester: Ambrose Elementary,3440045,Public School,Principal,Leigh Petrowsky,27 High Street,Winchester,MA,1890,781-721-7012,781-721-5605,"K,01,02,03,04,05"
Winchester: Lincoln Elementary,3440005,Public School,Principal,Kelly Clough,161 Mystic Valley Parkway,Winchester,MA,1890,781-721-7017,781-721-7040,"K,01,02,03,04,05"
Winchester: Lynch Elementary,3440020,Public School,Principal,John Dupuis,10 Brantwood Road,Winchester,MA,1890,781-721-7013,781-721-4480,"PK,K,01,02,03,04,05"
Winchester: McCall Middle,3440305,Public School,Principal,Jorge Goncalves,458 Main Street,Winchester,MA,1890,781-721-7026,781-721-0886,"06,07,08"
Winchester: Muraco Elementary,3440040,Public School,Principal,Leslie West,33 Bates Road,Winchester,MA,1890,781-721-7030,781-721-0244,"K,01,02,03,04,05"
Winchester: Vinson-Owen Elementary,3440025,Public School,Principal,Grant Smith,75 Johnson Road,Winchester,MA,1890,781-721-7019,781-729-2681,"PK,K,01,02,03,04,05"
Winthrop: Arthur T. Cummings Elementary School,3460020,Public School,Principal,Ryan Heraty,40 Hermon Street,Winthrop,MA,2152,617-846-5543,617-846-6559,"03,04,05"
Winthrop: Winthrop Middle School,3460305,Public School,Principal,Brian Curley,60 Payson Street,Winthrop,MA,2152,617-846-5507,617-207-3449,"06,07,08"
Woburn: Clyde Reeves,3470040,Public School,Principal,Bobbie Finocchio,240 Lexington Street,Woburn,MA,1801,781-937-8240,781-937-8268,"PK,K,01,02,03,04,05"
Woburn: Daniel L Joyce Middle School,3470410,Public School,Principal,Thomas Qualey,55 Locust Street,Woburn,MA,1801,781-937-8233,781-937-8279,"06,07,08"
Woburn: Daniel P Hurld,3470020,Public School,Principal,Eileen Mills,69 Bedford Rd,Woburn,MA,1801,781-937-8238,781-937-8270,"K,01,02,03,04,05"
Woburn: Goodyear Elementary School,3470005,Public School,Principal,Kenneth Kessaris,41 Central Street,Woburn,MA,1801,781-937-8237,781-937-8272,"K,01,02,03,04,05"
Woburn: John F Kennedy Middle School,3470405,Public School,Principal,Carl Nelson,33 Middle Street,Woburn,MA,1801,781-937-8230,781-937-8223,"06,07,08"
Woburn: Linscott-Rumford,3470025,Public School,Principal,Ernest Wells,86 Elm Street,Woburn,MA,1801,781-937-8239,781-937-8269,"K,01,02,03,04,05"
Woburn: Malcolm White,3470055,Public School,Principal,Kara Martyny,36 Bow Street,Woburn,MA,1801,781-937-8242,781-937-8266,"K,01,02,03,04,05"
Woburn: Mary D Altavesta,3470065,Public School,Principal,Marisa Boyajian,980½ Main Street,Woburn,MA,1801,781-937-8235,781-937-8273,"K,01,02,03,04,05"
Woburn: Shamrock,3470043,Public School,Principal,Wayne Clark,60 Green Street,Woburn,MA,1801,781-937-8241,781-937-8267,"PK,K,01,02,03,04,05"
Woburn: Wyman,3470060,Public School,Principal,Kristen Maloney,677 Main/Eaton Avenue,Woburn,MA,1801,781-937-8243,781-937-8265,"K,01,02,03,04,05"
Worcester: Belmont Street Community,3480020,Public School,Principal,Susan Hodgkins,170 Belmont Street,Worcester,MA,1605,508-799-3588,508-799-8204,"PK,K,01,02,03,04,05,06"
Worcester: Burncoat Middle School,3480405,Public School,Principal,Lisa Houlihan,135 Burncoat Street,Worcester,MA,1606,508-799-3390,508-799-8207,"07,08"
Worcester: Burncoat Street,3480035,Public School,Principal,Deborah Catamero,526 Burncoat Street,Worcester,MA,1606,508-799-3537,508-799-8205,"K,01,02,03,04,05,06"
Worcester: Canterbury,3480045,Public School,Principal,Mary Sealey,129 Canterbury Street,Worcester,MA,1603,508-799-3484,508-799-8208,"PK,K,01,02,03,04,05,06"
Worcester: Chandler Magnet,3480052,Public School,Principal,Ivonne Perez,525 Chandler Street,Worcester,MA,1602,508-799-3452,508-799-8210,"PK,K,01,02,03,04,05,06"
Worcester: City View,3480053,Public School,Principal,Yeu Kue,80 Prospect Street,Worcester,MA,1605,508-799-3670,508-799-3521,"PK,K,01,02,03,04,05,06"
Worcester: Claremont Academy,3480350,Public School,Principal,Ricci Hall,15 Claremont Street,Worcetser,MA,1610,508-799-3077,508-799-8202,"07,08,09,10,11,12"
Worcester: Clark St Community,3480055,Public School,Principal,Fjodor Dukaj,280 Clark Street,Worcester,MA,1606,508-799-3545,508-799-8212,"PK,K,01,02,03,04,05,06"
Worcester: Columbus Park,3480060,Public School,Principal,Siobhan Dennis,75 Lovell Street,Worcester,MA,1603,508-799-3490,508-799-8213,"PK,K,01,02,03,04,05,06"
Worcester: Elm Park Community,3480095,Public School,Principal,Ellen Kelley,23 North Ashland Street,Worcester,MA,1609,508-799-3568,508-799-8216,"K,01,02,03,04,05,06"
Worcester: Flagg Street,3480090,Public School,Principal,Mary Labuski,115 Flagg Street,Worcester,MA,1602,508-799-3522,508-799-8217,"K,01,02,03,04,05,06"
Worcester: Forest Grove Middle,3480415,Public School,Principal,Kareem Tatum,495 Grove Street,Worcester,MA,1605,508-799-3420,508-799-8218,"07,08"
Worcester: Francis J McGrath Elementary,3480177,Public School,Principal,Paula Gibb-Severin,493 Grove Street,Worcester,MA,1605,508-799-3584,508-799-8235,"K,01,02,03,04,05,06"
Worcester: Gates Lane,3480110,Public School,Principal,Ann Swenson,1238 Main Street,Worcester,MA,1603,508-799-3488,508-799-8219,"PK,K,01,02,03,04,05,06"
Worcester: Goddard School/Science Technical,3480100,Public School,Principal,Karrie Allen,14 Richards Street,Worcester,MA,1603,508-799-3594,508-799-8258,"PK,K,01,02,03,04,05,06"
Worcester: Grafton Street,3480115,Public School,Principal,Tina Schirner,311 Grafton Street,Worcester,MA,1604,508-799-3478,508-799-8222,"K,01,02,03,04,05,06"
Worcester: Heard Street,3480136,Public School,Principal,Thomas Brindisi,200 Heard Street,Worcester,MA,1603,508-799-3525,508-799-8226,"K,01,02,03,04,05,06"
Worcester: Jacob Hiatt Magnet,3480140,Public School,Principal,Jyoti Datta,772 Main Street,Worcester,MA,1610,508-799-3601,508-799-8261,"PK,K,01,02,03,04,05,06"
Worcester: Lake View,3480145,Public School,Principal,Maureen Power,133 Coburn Avenue,Worcester,MA,1604,508-799-3536,508-799-8228,"K,01,02,03,04,05,06"
Worcester: Lincoln Street,3480160,Public School,Principal,Shannon Conley,549 Lincoln Street,Worcester,MA,1605,508-799-3504,508-799-8229,"K,01,02,03,04,05,06"
Worcester: May Street,3480175,Public School,Principal,Luke Robert,265 May Street,Worcester,MA,1602,508-799-3520,508-799-8230,"K,01,02,03,04,05,06"
Worcester: Midland Street,3480185,Public School,Principal,Michele Wilson,18 Midland Street,Worcester,MA,1602,508-799-3548,508-799-8231,"K,01,02,03,04,05,06"
Worcester: Nelson Place,3480200,Public School,Principal,Monica Poitras,35 Nelson Pl,Worcester,MA,1605,508-799-3506,508-799-8257,"PK,K,01,02,03,04,05,06"
Worcester: Norrback Avenue,3480202,Public School,Principal,Christina Troiano,44 Malden Street,Worcester,MA,1606,508-799-3500,508-799-8234,"PK,K,01,02,03,04,05,06"
Worcester: Quinsigamond,3480210,Public School,Principal,Debbie Mitchell,14 Blackstone River Rd.,Worcester,MA,1607,508-799-3502,508-799-3517,"PK,K,01,02,03,04,05,06"
Worcester: Rice Square,3480215,Public School,Principal,Susan Donahue,76 Massasoit Rd,Worcester,MA,1604,508-799-3556,508-799-8240,"K,01,02,03,04,05,06"
Worcester: Roosevelt,3480220,Public School,Principal,Kelly Williamson,1006 Grafton Street,Worcester,MA,1604,508-799-3482,508-799-8241,"PK,K,01,02,03,04,05,06"
Worcester: Sullivan Middle,3480423,Public School,Principal,Josephine Robertson,140 Apricot Street,Worcester,MA,1603,508-799-3350,508-799-8244,"06,07,08"
Worcester: Tatnuck,3480230,Public School,Principal,Erin Dobson,1083 Pleasant Street,Worcester,MA,1602,508-799-3554,508-799-8245,"PK,K,01,02,03,04,05,06"
Worcester: Thorndyke Road,3480235,Public School,Principal,Kathleen Lee,30 Thorndyke Rd,Worcester,MA,1606,508-799-3550,508-799-8246,"K,01,02,03,04,05,06"
Worcester: Union Hill School,3480240,Public School,Principal,Ish Tabales,1 Chapin Street,Worcester,MA,1604,508-799-3600,508-799-8247,"K,01,02,03,04,05,06"
Worcester: University Pk Campus School,3480285,Public School,Principal,Daniel St. Louis,12 Freeland Street,Worcester,MA,1610,508-799-3591,508-799-8159,"07,08,09,10,11,12"
Worcester: Vernon Hill School,3480280,Public School,Principal,Craig Dottin,211 Providence Street,Worcester,MA,1607,508-799-3630,508-799-8248,"PK,K,01,02,03,04,05,06"
Worcester: Wawecus Road School,3480026,Public School,Principal,Joanna Loftus,20 Wawecus Rd,Worcester,MA,1605,508-799-3527,508-799-8249,"K,01,02,03,04,05,06"
Worcester: West Tatnuck,3480260,Public School,Principal,Ellen Moynihan,300 Mower Street,Worcester,MA,1602,508-799-3596,508-799-8250,"PK,K,01,02,03,04,05,06"
